name,year,average_rating,users_rated
OddVille,2012,6.84662,1666
Drum Roll,2011,6.94747,1663
Qwinto,2015,7.11325,1693
Exit: The Game â€“ The Polar Station,2017,7.11802,1694
Guilds of London,2016,6.9815,1669
Progress: Evolution of Technology,2014,6.59124,1652
Zooloretto: The Dice Game,2012,6.43442,1651
The Prodigals Club,2015,7.3432,1649
"Run, Fight, or Die!",2014,6.96972,1646
Cat Lady,2017,7.16425,1692
Terra,2014,6.82754,1646
VivaJava: The Coffee Game: The Dice Game,2014,6.73322,1646
Superfight,2013,6.01391,1653
Zombicide: Green Horde,2018,7.99479,1687
Dungeon Raiders,2011,6.70044,1637
Mundus Novus,2011,6.71022,1632
Leaving Earth,2015,7.83836,1659
Dominion (Second Edition),2016,8.07685,1684
Paper Tales,2017,7.08459,1713
"Machi Koro: Bright Lights, Big City",2016,6.74467,1642
The Cave,2012,6.56108,1621
"...and then, we held hands.",2015,6.15984,1623
Feudum,2017,7.6826,1687
Animals on Board,2016,6.665,1629
Carcassonne: Star Wars,2015,6.79113,1617
Legend of the Five Rings: The Card Game,2017,7.70365,1635
Sea of Clouds,2016,6.793,1613
Puzzle Strike (Third Edition),2012,7.27514,1596
La Granja: No Siesta,2016,6.93777,1614
Aeon's End: War Eternal,2017,8.48424,1661
Castaways,2013,7.03333,1592
Holmes: Sherlock & Mycroft,2015,6.90902,1605
Just One,2018,7.57741,1890
Walk the Plank!,2013,6.61992,1591
Bottom of the 9th,2015,6.88868,1604
878 Vikings: Invasions of England,2017,7.61898,1626
Ground Floor,2012,7.08863,1580
Theseus: The Dark Orbit,2013,7.13661,1585
Cthulhu Gloom,2011,6.42357,1582
Blood Bowl (2016 edition),2016,8.137,1599
City of Iron,2013,7.24764,1571
Between Two Castles of Mad King Ludwig,2018,7.49209,1727
Unstable Unicorns,2017,6.43954,1671
Empires: Age of Discovery,2015,7.92931,1585
Wir sind das Volk!,2014,7.87098,1580
Exit: The Game â€“ The Forgotten Island,2017,7.16441,1609
Catacombs (Third Edition),2015,7.64151,1583
Beyond Baker Street,2016,6.97323,1567
Trambahn,2015,6.9848,1567
Dragon Slayer,2014,5.63801,1560
Cardline: Animals,2012,6.58946,1565
AuZtralia,2018,7.60443,1660
Conflict of Heroes: Awakening the Bear! â€“ Operation Barbarossa 1941 (second edition),2012,8.01093,1558
Roll For It! Deluxe Edition,2014,6.63338,1556
Kitchen Rush,2017,7.52949,1589
Adventure Land,2015,6.95662,1560
Mythotopia,2014,6.90098,1550
Pantheon,2011,6.78018,1538
Thunderstone Quest,2018,8.10893,1629
Tales & Games: The Three Little Pigs,2013,6.5054,1539
Epic Spell Wars of the Battle Wizards: Rumble at Castle Tentakill,2015,6.77881,1548
Strike,2012,6.75345,1546
Myth,2014,6.67878,1535
The Witches: A Discworld Game,2013,6.162,1537
Porta Nigra,2015,7.23211,1552
Helios,2014,6.81268,1530
The Dwarf King,2011,6.55997,1535
Deep Space D-6,2015,7.3748,1601
Seven Dragons,2011,6.2656,1532
Fantasy Realms,2017,7.35711,1684
Trains: Rising Sun,2014,7.53115,1526
Sidereal Confluence: Trading and Negotiation in the Elysian Quadrant,2017,7.82869,1567
Kobayakawa,2013,6.33934,1518
Arkwright,2014,7.90723,1539
Agents of SMERSH,2012,7.02335,1502
Riff Raff,2012,6.96413,1506
Police Precinct,2013,6.96123,1498
Chimera Station,2017,7.37611,1527
Dragonfire,2017,7.48053,1523
Edo,2012,7.11666,1488
The Flow of History,2016,6.91514,1510
Triumph & Tragedy,2015,8.2402,1502
Exodus: Proxima Centauri,2012,7.21099,1488
KoryÅ,2013,6.72375,1486
Ascension: Rise of Vigil,2013,7.21462,1489
DC Comics Deck-Building Game: Heroes Unite,2014,7.37115,1480
Medina (second edition),2014,7.27957,1481
Arcadia Quest: Inferno,2017,8.15291,1487
Dungeon Run,2011,6.27605,1470
The Manhattan Project: Chain Reaction,2016,6.52753,1479
Prosperity,2013,6.7433,1477
Sentient,2017,7.30571,1498
Virus!,2015,6.71442,1514
P.I.,2012,6.73873,1468
Carcassonne: Winter Edition,2012,7.49669,1465
Dead Last,2016,6.42899,1475
Tak,2017,7.78155,1474
Rum & Bones,2015,7.01172,1469
Colony,2016,6.66074,1466
Sub Terra,2017,7.39256,1501
Agra,2017,7.38311,1464
Antike Duellum,2012,7.14247,1445
New Bedford,2016,7.1991,1449
Love Letter: The Hobbit â€“ The Battle of the Five Armies,2015,7.15063,1439
Andean Abyss,2012,7.58164,1446
Loopin' Chewie,2015,6.37488,1442
1st & Goal,2011,6.57542,1433
Lost Legacy: Flying Garden,2014,6.73702,1435
Karmaka,2016,6.75661,1447
Pandemic: Fall of Rome,2018,7.8609,1583
Hardback,2018,7.43563,1470
Divinare,2012,6.75713,1434
Best Treehouse Ever,2015,6.64953,1439
Spyfall 2,2017,7.14209,1459
Robo Rally,2016,7.14046,1449
Dungeons & Dragons: Temple of Elemental Evil Board Game,2015,7.44103,1435
Virgin Queen,2012,8.04905,1427
Star Wars: Empire vs. Rebellion,2014,6.37407,1431
El Gaucho,2014,6.837,1421
Mountains of Madness,2017,6.60077,1461
Star Trek: Expeditions,2011,6.50169,1416
Valley of the Kings: Afterlife,2015,7.34258,1431
Haspelknecht,2015,7.31943,1420
Dungeons & Dragons: Conquest of Nerath Board Game,2011,6.95006,1408
Il Vecchio,2012,6.94389,1415
Mistfall,2015,6.81375,1414
Bugs in the Kitchen,2013,6.25584,1408
One Night Revolution,2015,6.19428,1404
Thunderbirds,2015,7.59935,1411
The Agents,2013,6.35208,1394
Heroes Wanted,2014,6.85738,1396
One Night Ultimate Vampire,2015,6.79378,1413
Ancient Terrible Things,2014,6.88429,1406
Legendary Encounters: A Firefly Deck Building Game,2016,7.23978,1404
Ascension: Immortal Heroes,2012,7.38584,1401
Forge War,2015,7.31992,1390
Castellion,2015,7.02835,1401
Adventure Time Love Letter,2015,7.23201,1389
QuÃ©bec,2011,7.15777,1389
Ladies & Gentlemen,2013,6.54732,1381
Galaxy Defenders,2014,7.45739,1383
Smash Up: It's Your Fault!,2016,7.62821,1383
Exit: The Game â€“ The Forbidden Castle,2017,6.96494,1426
Capital Lux,2016,7.0848,1403
Pax Renaissance,2016,8.05854,1383
Rent a Hero,2012,6.38248,1381
Dungeons & Dragons Dice Masters: Battle for FaerÃ»n,2015,7.34252,1369
Summoner Wars: Alliances Master Set,2014,8.23385,1375
Alcatraz: The Scapegoat,2011,6.36077,1364
Kakerlakenpoker Royal,2012,6.95489,1390
VÃ¶luspÃ¡,2012,6.68833,1366
Space Hulk (fourth edition),2014,8.01276,1373
Asante,2013,6.90747,1358
My First Stone Age,2016,6.71126,1365
504,2015,6.3903,1350
Star Trek Panic,2016,7.11122,1352
Thief's Market,2016,6.56075,1348
Game of Trains,2015,6.36785,1339
Ghost Blitz 2,2012,6.7897,1334
Secrets,2017,6.54867,1353
Eminent Domain: Microcosm,2014,6.52341,1325
Munchkin Adventure Time,2014,6.54369,1329
The Red Dragon Inn 3,2011,7.20716,1320
Power Grid: The Card Game,2016,6.86021,1323
Okiya,2012,6.61108,1320
Revolver,2011,6.92215,1313
JÃ³rvÃ­k,2016,6.8862,1336
Legacy of Dragonholt,2017,7.47199,1345
Kashgar: Merchants of the Silk Road,2013,7.12258,1336
Yardmaster,2014,6.38611,1306
Longhorn,2013,6.5717,1301
Panic on Wall Street!,2011,7.01419,1295
The Battle at Kemble's Cascade,2014,6.77518,1293
Abracada...What?,2014,6.57468,1301
Blood Bound,2013,6.64398,1297
Rise of Tribes,2018,7.40798,1343
Escape the Room: Mystery at the Stargazer's Manor,2016,6.62526,1299
Mangrovia,2014,7.18282,1289
Explorers of the North Sea,2016,7.35164,1324
Android: Mainframe,2016,6.70619,1300
No Retreat! The Russian Front,2011,7.84687,1291
Skyline,2012,6.00614,1281
SOS Titanic,2013,6.67232,1279
Pagoda,2014,6.67826,1275
Tesla vs. Edison: War of Currents,2015,6.71471,1279
Outfoxed!,2014,7.22238,1296
The Lord of the Rings: The Fellowship of the Ring Deck-Building Game,2013,6.81991,1269
Deckscape: Test Time,2017,6.81467,1302
The King Is Dead,2015,7.13286,1274
Wildlands,2018,7.44796,1351
DC Comics Dice Masters: Justice League,2015,7.44272,1265
Pandemic: Rising Tide,2017,7.74671,1286
Dimension,2014,6.87624,1282
Happy Pigs,2013,6.90447,1274
Parfum,2015,6.52922,1266
Quests of Valeria,2017,7.03378,1270
Dominant Species: The Card Game,2012,6.01384,1251
Transatlantic,2017,7.19932,1266
Isle of Trains,2014,6.89471,1250
King's Forge,2014,7.00633,1246
Omen: A Reign of War,2011,7.38966,1245
Otys,2017,7.05977,1262
Kings of Air and Steam,2013,6.92946,1230
Wendake,2017,7.72226,1254
Evolution: The Beginning,2016,6.77734,1263
Unlock! The Island of Doctor Goorse,2017,6.82238,1247
The New Era,2011,7.56222,1224
Rise to Nobility,2018,7.07479,1250
Noria,2017,6.62373,1245
Lagoon: Land of Druids,2014,6.39746,1221
Unlock! The House on the Hill,2017,7.1352,1251
Panic Lab,2012,6.1751,1233
Battle for Rokugan,2017,7.53542,1256
Steam Time,2015,7.19552,1230
The Dresden Files Cooperative Card Game,2017,7.13834,1229
Timeline,2012,6.4597,1223
Keyper,2017,7.37841,1234
Funemployed,2013,6.88247,1233
Blackout: Hong Kong,2018,7.55263,1314
The Hobbit Card Game,2012,5.23381,1209
Lost Legends,2013,6.50599,1208
Dice Hospital,2018,7.22303,1309
Ultimate Werewolf: Deluxe Edition,2014,7.19713,1219
Sanssouci,2013,7.15134,1214
Province,2014,6.34566,1196
Luxor,2018,7.25987,1266
Agricola: Family Edition,2016,7.19635,1211
Warsaw: City of Ruins,2016,7.39899,1218
Whitehall Mystery,2017,7.73374,1230
Bob Ross: Art of Chill Game,2017,6.99053,1219
New Amsterdam,2012,7.10211,1186
Cinque Terre,2013,7.04589,1185
Battleship Galaxies,2011,6.60738,1182
Star Trek: Five-Year Mission,2015,6.51266,1190
Thunderstone Advance: Numenera,2013,7.33771,1179
DungeonQuest Revised Edition,2014,7.10469,1189
Onward to Venus,2014,6.90759,1183
The City of Kings,2018,8.04328,1234
Africana,2012,6.75208,1183
Garden Dice,2012,6.67853,1172
Custom Heroes,2017,6.88818,1206
Yunnan,2013,7.15108,1176
Covert,2016,7.23335,1177
Escape the Dark Castle,2017,8.084,1188
A Distant Plain,2013,7.96106,1177
Railroad Ink: Blazing Red Edition,2018,7.27921,1311
Monopoly Gamer,2017,6.55366,1186
Mythos Tales,2016,7.53827,1189
"Going, Going, GONE!",2013,6.21111,1163
Plums,2015,6.62468,1165
Star Trek: Frontiers,2016,7.96955,1177
Rolling America,2015,6.44106,1174
Praetor,2014,6.63568,1155
Marvel Dice Masters: Age of Ultron,2015,7.37115,1149
Grifters,2015,6.83918,1162
Unlock! The Nautilus' Traps,2017,5.98181,1178
Wallenstein (second edition),2012,7.62393,1143
Stronghold (2nd edition),2016,7.62263,1154
Carcassonne: Gold Rush,2014,7.20342,1148
Blue Lagoon,2018,7.29094,1262
Calimala,2017,7.18585,1176
Smash Up: Munchkin,2015,6.69411,1137
Riverboat,2017,7.50435,1150
Munchkin Apocalypse,2012,6.51782,1134
Betrayal Legacy,2018,8.16795,1252
Pick-a-Dog,2012,6.18773,1133
Yardmaster Express,2014,5.84343,1127
Duel of Ages II,2013,7.47292,1128
Subdivision,2014,6.51634,1128
Treasure Island,2018,7.36804,1254
Waggle Dance,2014,7.05179,1123
Nauticus,2013,6.98836,1126
Palm Island,2018,7.51634,1162
Star Trek Deck Building Game: The Next Generation,2011,6.48482,1109
Kokoro: Avenue of the Kodama,2017,6.88587,1128
Crusaders: Thy Will Be Done,2018,7.67982,1224
Eaten by Zombies!,2011,5.88725,1106
Spirits of the Forest,2018,7.0738,1161
City of Remnants,2013,6.85719,1105
Santa Cruz,2012,6.69945,1101
Flip Ships,2017,7.16027,1119
GaÃ¯a,2014,6.28723,1106
City of Spies: Estoril 1942,2015,7.13147,1108
Illusion,2018,6.82589,1150
Posthuman,2015,6.61622,1096
Uchronia,2012,6.52719,1097
NOIR: Deductive Mystery Game,2012,6.63591,1092
Avenue,2016,6.95481,1100
DOOM: The Board Game,2016,7.59332,1098
Gauntlet of Fools,2012,6.01479,1088
The Estates,2018,7.55258,1177
"Time of Crisis: The Roman Empire in Turmoil, 235-284 AD",2017,7.67411,1132
Duelosaur Island,2018,7.49235,1171
Exit: The Game â€“ Dead Man on the Orient Express,2017,7.9409,1161
Lowlands,2018,7.46411,1142
12 Days,2011,6.55504,1085
Shipwrights of the North Sea,2014,6.4678,1094
The Chameleon,2017,6.76763,1110
Shards of Infinity,2018,7.57966,1159
Mint Delivery,2018,6.36954,1128
Crisis,2016,7.65738,1105
Drop It,2018,6.9481,1148
IOTA,2012,6.22843,1080
Neanderthal,2015,7.45975,1084
Shadows over Camelot: The Card Game,2012,5.75,1069
Empires of the Void II,2018,7.59457,1106
Rick and Morty: Total Rickall Card Game,2016,6.32817,1080
Memoarrr!,2017,7.0145,1081
Don't Mess with Cthulhu,2014,6.96776,1062
Dixit Jinx,2012,5.77338,1054
Multiuniversum,2016,6.7194,1068
"Heroes of Land, Air & Sea",2018,7.86222,1128
Liberty or Death: The American Insurrection,2016,7.88837,1049
Dragon's Hoard,2014,6.49543,1048
Fantastiqa: The Rucksack Edition,2012,7.02621,1041
The Blood of an Englishman,2016,6.75913,1054
Noblemen,2012,6.95267,1040
Escape: Zombie City,2014,6.88448,1037
Antike II,2014,7.50467,1055
Choose Your Own Adventure: House of Danger,2018,6.72288,1107
Pelican Cove,2011,6.76092,1041
Crypt,2018,6.99624,1112
Falling Sky: The Gallic Revolt Against Caesar,2016,7.98072,1049
Madame Ching,2014,6.50248,1040
Timeline Challenge,2015,7.08596,1044
Unlock! The Tonipal's Treasure,2017,7.17017,1052
Pocket Mars,2017,6.59723,1050
Black Gold,2011,6.87261,1023
Gentes,2017,7.60824,1181
Marrying Mr. Darcy,2014,6.37462,1024
Queen's Architect,2015,6.9277,1030
Dice Settlers,2018,7.02533,1082
Tramways,2016,7.49679,1031
Portal: The Uncooperative Cake Acquisition Game,2015,6.30444,1018
Discover: Lands Unknown,2018,6.04076,1049
VivaJava: The Coffee Game,2012,6.90603,1015
Coal Baron: The Great Card Game,2016,7.21815,1029
The Dragon & Flagon,2016,6.48887,1013
The Walking Dead: The Board Game,2011,5.75344,1004
Carcassonne: Amazonas,2016,7.18144,1028
One Deck Dungeon: Forest of Shadows,2017,7.36735,1069
"The Hunters: German U-Boats at War, 1939-43",2013,7.70651,1008
JAB: Realtime Boxing,2011,6.26532,1002
Super Dungeon Explore: Forgotten King,2015,7.06039,1006
Elevenses,2013,6.27153,1003
Raise Your Goblets,2016,6.12698,1007
Codenames: Disney Family Edition,2017,6.8197,1021
10' to Kill,2015,6.34542,1001
Ultimate Warriorz,2011,6.79053,996
Teenage Mutant Ninja Turtles: Shadows of the Past,2016,7.59382,1003
Noah,2012,6.51857,990
Thanos Rising: Avengers Infinity War,2018,7.26373,1040
Luchador! Mexican Wrestling Dice,2013,6.48187,988
Sunrise City,2012,6.65479,986
Thunderbolt Apache Leader,2012,8.08441,991
Spinderella,2015,6.49678,999
"Goblins, Inc.",2012,6.45792,989
Spaceteam,2015,6.71078,1002
Citrus,2013,7.09128,994
The Builders: Antiquity,2015,6.8288,986
Ghostbusters: The Board Game,2015,6.46345,984
Go Nuts for Donuts,2017,6.66095,1004
Roll Through the Ages: The Iron Age,2014,6.64965,986
Shadowrift,2012,7.20983,982
Ships,2015,6.91711,972
Cytosis: A Cell Biology Board Game,2017,7.18121,995
Game of Thrones: Westeros Intrigue,2014,5.26862,971
Stop Thief!,2017,7.07628,983
Dale of Merchants 2,2016,7.34115,983
1944: Race to the Rhine,2014,7.30341,967
Guildhall: Job Faire,2013,7.19338,965
Rising 5: Runes of Asteros,2017,6.80012,998
Key to the City: London,2016,7.11342,971
Milestones,2012,6.61167,967
Salem 1692,2015,7.00787,989
BioShock Infinite: The Siege of Columbia,2013,6.82892,963
Muse,2017,6.87092,995
Greenland,2014,7.0704,960
Inhabit the Earth,2015,7.0536,957
Via Appia,2013,6.65169,955
Le FantÃ´me de l'OpÃ©ra,2013,7.0524,954
Warhammer Quest: Silver Tower,2016,7.55454,953
Nevermore,2015,6.69925,958
Five Cucumbers,2013,5.89171,958
Vault Wars,2015,6.8947,948
GlÃ¼x,2016,7.15818,955
The Capitals,2013,6.98502,949
Origin,2013,6.71947,951
Principato,2011,6.22569,948
Pixel Tactics 2,2013,7.17131,946
Container: 10th Anniversary Jumbo Edition!,2018,7.82089,974
A Fistful of Penguins,2011,6.0537,942
War Chest,2018,7.98577,1038
Mini Rails,2017,6.98129,952
Fireteam Zero,2015,7.58712,947
Antidote,2013,6.39636,947
This Town Ain't Big Enough for the 2-4 of Us,2014,6.07896,941
Montana,2017,6.797,950
The Game of 49,2014,6.47233,942
Deep Madness,2018,8.19178,953
Orbis,2018,6.78184,977
Dead Panic,2013,6.03356,932
Darkest Night (First edition),2012,7.15507,931
City Tycoon,2011,6.52646,931
Speed Cups,2013,6.22516,935
Flatline,2017,7.31127,939
Mage Wars Academy,2015,7.29928,933
Artus,2011,6.28735,924
Temporum,2014,6.40419,931
Dice Stars,2016,6.7579,947
Ghooost!,2013,5.68231,930
Three Kingdoms Redux,2014,8.01167,938
Forum Trajanum,2018,7.43074,982
Pax Pamir,2015,7.60804,918
Warfighter: The Tactical Special Forces Card Game,2014,7.76379,927
The Lord of the Rings: Journeys in Middle-earth,2019,8.401,1920
Kingsburg (Second Edition),2017,7.57549,949
Rum & Bones: Second Tide,2017,7.81313,929
The Ravens of Thri Sahashri,2013,7.27691,922
Fast Forward: FORTRESS,2017,6.42238,927
Ninja Camp,2016,6.81263,917
Robot Turtles,2013,6.04212,920
Batman Fluxx,2015,6.38054,911
The Expanse Board Game,2017,7.24205,929
Tao Long: The Way of the Dragon,2017,7.08027,924
IncÃ³modos Invitados,2016,7.84352,921
Ascension: Apprentice Edition,2013,7.10689,906
Harvest Dice,2017,6.74986,925
The Lord of the Ice Garden,2014,7.72664,917
Castle Dice,2013,6.71254,900
Legacy: Gears of Time,2012,7.07221,898
Pathfinder Adventure Card Game: Wrath of the Righteous â€“ Base Set,2015,7.52705,902
Smash Up: Cease and Desist,2016,7.54903,900
Homeland: The Game,2015,6.68994,896
Fast Forward: FEAR,2017,6.21434,901
Limes,2014,6.9214,903
Rattlebones,2014,6.55405,892
Neuroshima: Convoy,2012,6.76554,887
DC Comics Deck-Building Game: Forever Evil,2014,7.25011,887
Portal of Heroes,2015,6.77205,889
Courtier,2012,6.68362,882
Dreadfleet,2011,6.94983,883
Pioneer Days,2017,7.35149,918
Colonial: Europe's Empires Overseas,2011,7.21679,882
Saboteur: The Duel,2014,6.12342,891
Ascension: Realms Unraveled,2014,7.59629,884
Folklore: The Affliction,2017,8.04819,912
Sails of Glory,2013,7.54071,885
Reykholt,2018,6.83325,984
City of Iron: Second Edition,2016,7.37762,883
Dice Throne: Season Two â€“ Battle Chest,2018,8.31657,921
Valletta,2017,7.04125,892
Last Night on Earth: Timber Peak,2012,7.63745,877
Deckscape: The Fate of London,2017,6.37727,900
Why First?,2015,6.12967,873
Ninja Dice,2013,6.03116,872
OctoDice,2015,6.58612,872
Dirty Pig,2012,6.06028,880
Last Friday,2016,6.48227,880
Vindication,2018,7.86711,912
Penny Arcade: The Game â€“ Gamers vs. Evil,2011,6.49533,864
Atlantis Rising,2012,6.55067,865
Apotheca,2016,6.83886,875
Cavern Tavern,2016,7.00516,867
Aeon's End: Legacy,2019,8.48425,970
The Road to Canterbury,2011,6.90045,861
Star Realms: Frontiers,2018,8.13178,936
Project: ELITE,2016,7.72331,859
New Frontiers,2018,7.80583,961
Dark Tales,2014,6.60988,861
Quarantine,2013,6.13499,859
Crossing,2013,6.62411,863
Castell,2018,7.51094,894
Knit Wit,2016,6.20426,862
Munchkin Legends,2013,6.49186,859
Dungeon Command: Sting of Lolth,2012,7.33071,855
Bios: Genesis,2016,7.22639,864
Ticket to Ride: First Journey (U.S.),2016,7.00399,865
Voodoo,2014,6.33878,855
Brew Crafters: Travel Card Game,2014,6.38619,845
Twice As Clever,2019,7.69485,1012
Nightfall: Martial Law,2011,7.03721,835
Lost Temple,2011,5.89567,836
Tempel des Schreckens,2016,7.12347,862
Codex: Card-Time Strategy â€“ Deluxe Set,2016,8.16731,839
Exit: The Game â€“ The Sunken Treasure,2017,7.25242,894
Dungeon Saga: Dwarf King's Quest,2015,7.32664,842
Dynasties: Heirate & Herrsche,2016,7.22466,844
Game of Thrones: The Card Game,2012,6.28569,838
Planetarium,2017,7.10746,849
CVlizations,2015,6.41887,844
Maximum Apocalypse,2018,7.64501,871
Mega Civilization,2015,8.27093,837
Castellan,2013,6.30263,836
IKI,2015,7.54592,839
SteamRollers,2015,6.88556,856
Habitats,2016,7.35276,856
Zany Penguins,2016,6.73094,842
"Rattle, Battle, Grab the Loot",2015,6.33146,833
Fighting Formations: Grossdeutschland Motorized Infantry Division,2011,7.5919,826
North Wind,2014,6.45818,834
Medici: The Card Game,2016,6.79506,845
Urbion,2012,6.90283,835
GKR: Heavy Hitters,2018,7.79424,843
Ultimate Werewolf: Inquisition,2013,6.58876,825
Bullfrogs,2015,6.87584,826
Thunderstone: Starter Set,2013,6.95686,819
Petrichor,2018,7.0697,854
Timeline: American History,2014,6.71296,828
March of the Ants,2015,7.15247,843
King & Assassins,2013,6.9699,826
The River,2018,6.68714,867
Thunder & Lightning,2016,7.29269,833
Dark Darker Darkest,2013,6.39416,822
PiÃ±ata,2013,6.85996,823
Dungeon Command: Heart of Cormyr,2012,7.37669,824
