Game,Country,Number of Users,Average Rating
Axis & Allies,United Kingdom,29,6.87
Axis & Allies,USA,968,6.81
Axis & Allies,Venezuela,1,9.00
Axis & Allies,Wales,1,5.00
Azul,Andorra,1,7.00
Azul,Argentina,7,8.43
Azul,Australia,39,8.18
Azul,Austria,6,8.60
Azul,Belarus,1,6.00
Azul,Belgium,24,7.88
Azul,Bolivia,1,10.00
Azul,Brazil,32,8.91
Azul,Bulgaria,1,5.00
Azul,Canada,94,8.29
Azul,Chile,8,8.44
Azul,China,12,8.27
Azul,Colombia,3,9.50
Azul,Croatia,3,9.33
Azul,Czech Republic,4,9.25
Azul,Denmark,3,7.67
Azul,England,10,7.95
Azul,Estonia,1,9.00
Azul,Finland,8,7.78
Azul,France,23,8.19
Azul,Germany,91,8.14
Azul,Greece,13,8.71
Azul,Guatemala,1,7.50
Azul,Hong Kong,8,8.16
Azul,Hungary,10,8.36
Azul,Iceland,1,7.00
Azul,India,3,9.00
Azul,Indonesia,2,9.00
Azul,Iran,2,9.50
Azul,Ireland,5,8.80
Azul,Israel,4,7.13
Azul,Italy,31,8.10
Azul,Japan,17,7.91
Azul,Latvia,4,7.75
Azul,Lithuania,4,8.88
Azul,Malaysia,2,9.25
Azul,Malta,2,9.00
Azul,Mexico,18,9.15
Azul,Netherlands,25,7.89
Azul,New Zealand,8,7.63
Azul,Norway,8,7.96
Azul,Other-Middle East,1,7.00
Azul,Peru,3,8.67
Azul,Philippines,4,9.50
Azul,Poland,30,8.06
Azul,Portugal,12,8.52
Azul,Romania,6,8.81
Azul,Russia,5,9.20
Azul,Saudi Arabia,1,9.00
Azul,Scotland,1,7.00
Azul,Serbia,2,7.75
Azul,Singapore,2,7.50
Azul,Slovakia,1,8.00
Azul,Slovenia,3,9.33
Azul,South Africa,3,8.00
Azul,South Korea,6,6.73
Azul,Spain,64,8.30
Azul,Sri Lanka,1,8.00
Azul,Sweden,17,8.09
Azul,Switzerland,7,7.50
Azul,Taiwan,10,7.78
Azul,Thailand,5,7.30
Azul,Ukraine,3,9.37
Azul,United Kingdom,59,8.27
Azul,USA,517,8.19
Azul,Uruguay,1,8.00
Azul,Venezuela,1,6.00
Azul,Vietnam,1,8.91
Azul,Wales,2,6.50
Backgammon,American Samoa,1,7.50
Backgammon,Argentina,3,9.17
Backgammon,Australia,35,6.54
Backgammon,Austria,3,9.00
Backgammon,Belgium,8,6.69
Backgammon,Brazil,18,7.22
Backgammon,Bulgaria,1,10.00
Backgammon,Canada,113,7.28
Backgammon,Chile,8,6.44
Backgammon,China,2,8.45
Backgammon,Colombia,1,7.00
Backgammon,Costa Rica,1,7.00
Backgammon,Czech Republic,1,6.50
Backgammon,Denmark,13,6.38
Backgammon,England,5,6.80
Backgammon,Estonia,4,7.75
Backgammon,Finland,17,6.75
Backgammon,France,11,7.10
Backgammon,Germany,61,6.82
Backgammon,Greece,26,7.17
Backgammon,Guatemala,1,7.00
Backgammon,Hong Kong,2,7.25
Backgammon,Hungary,4,7.13
Backgammon,Iceland,1,8.50
Backgammon,India,1,7.00
Backgammon,Ireland,1,6.00
Backgammon,Israel,4,6.00
Backgammon,Italy,24,7.31
Backgammon,Japan,15,7.21
Backgammon,Latvia,3,6.67
Backgammon,Lithuania,3,6.67
Backgammon,Mexico,5,7.27
Backgammon,Netherlands,21,6.38
Backgammon,New Zealand,13,6.62
Backgammon,Norway,16,6.88
Backgammon,Peru,2,6.25
Backgammon,Poland,12,7.33
Backgammon,Portugal,8,7.37
Backgammon,Romania,5,6.70
Backgammon,Russia,3,6.00
Backgammon,Saudi Arabia,1,9.00
Backgammon,Serbia,2,8.00
Backgammon,Singapore,4,5.50
Backgammon,Slovenia,3,5.67
Backgammon,South Africa,2,6.50
Backgammon,South Korea,4,5.75
Backgammon,Spain,32,7.61
Backgammon,Sweden,25,6.44
Backgammon,Switzerland,3,6.00
Backgammon,Taiwan,2,7.50
Backgammon,Turkey,1,6.00
Backgammon,United Kingdom,69,7.17
Backgammon,USA,630,6.70
Backgammon,Venezuela,1,10.00
Backgammon,Vietnam,1,6.50
BANG!,American Samoa,1,8.00
BANG!,Argentina,11,6.95
BANG!,Australia,49,6.55
BANG!,Austria,8,6.75
BANG!,Belarus,1,5.00
BANG!,Belgium,28,7.38
BANG!,Bolivia,1,4.00
BANG!,Brazil,55,7.51
BANG!,Brunei,1,7.00
BANG!,Bulgaria,1,4.00
BANG!,Canada,187,6.99
BANG!,Chile,5,8.40
BANG!,China,16,7.20
BANG!,Colombia,2,7.75
BANG!,Croatia,1,3.00
BANG!,Czech Republic,21,7.56
BANG!,Denmark,13,7.25
BANG!,England,9,6.24
BANG!,Estonia,4,6.25
BANG!,Finland,29,6.89
BANG!,France,24,6.40
BANG!,Germany,66,6.77
BANG!,Greece,44,7.35
BANG!,Hong Kong,14,7.19
BANG!,Hungary,26,7.43
BANG!,India,1,6.00
BANG!,Indonesia,4,6.85
BANG!,Ireland,3,7.00
BANG!,Israel,4,7.75
BANG!,Italy,85,7.47
BANG!,Japan,8,5.38
BANG!,Latvia,6,7.33
BANG!,Lithuania,3,7.33
BANG!,Luxembourg,2,6.60
BANG!,Malaysia,7,6.47
BANG!,Mexico,2,8.00
BANG!,Netherlands,21,6.55
BANG!,New Zealand,9,6.11
BANG!,Norway,8,7.44
BANG!,Peru,1,6.00
BANG!,Philippines,3,6.00
BANG!,Poland,43,7.05
BANG!,Portugal,7,6.86
BANG!,Romania,6,7.03
BANG!,Russia,11,7.16
BANG!,Scotland,2,5.00
BANG!,Serbia,4,7.25
BANG!,Singapore,5,6.50
BANG!,Slovakia,4,8.63
BANG!,South Africa,2,4.50
BANG!,South Korea,29,7.57
BANG!,Spain,157,7.20
BANG!,Sweden,22,6.66
BANG!,Switzerland,9,7.00
BANG!,Taiwan,24,7.67
BANG!,Thailand,7,6.34
BANG!,Turkey,2,8.50
BANG!,Ukraine,6,8.12
BANG!,United Kingdom,82,6.59
BANG!,USA,1117,6.90
BANG!,Venezuela,1,6.00
BANG!,Vietnam,1,6.00
BANG!,Wales,2,6.00
Battle Line,American Samoa,1,7.50
Battle Line,Argentina,3,6.92
Battle Line,Australia,34,7.56
Battle Line,Azerbaijan,1,10.00
Battle Line,Belgium,5,7.80
Battle Line,Bolivia,1,10.00
Battle Line,Brazil,20,7.91
Battle Line,Brunei,1,8.00
Battle Line,Canada,98,7.81
Battle Line,Chile,1,8.00
Battle Line,China,22,7.15
Battle Line,Colombia,5,7.94
Battle Line,Croatia,2,9.50
Battle Line,Czech Republic,1,7.50
Battle Line,Denmark,4,4.98
Battle Line,England,3,7.00
Battle Line,Estonia,2,8.50
Battle Line,Finland,13,8.31
Battle Line,France,1,9.00
Battle Line,Germany,12,6.38
Battle Line,Greece,9,7.83
Battle Line,Guatemala,1,6.50
Battle Line,Hong Kong,6,8.50
Battle Line,Hungary,2,7.50
Battle Line,Iceland,1,8.00
Battle Line,India,5,8.60
Battle Line,Ireland,2,7.25
Battle Line,Israel,4,8.00
Battle Line,Italy,19,7.79
Battle Line,Japan,39,7.56
Battle Line,Latvia,2,8.25
Battle Line,Lithuania,2,6.00
Battle Line,Luxembourg,1,1.00
Battle Line,Malaysia,4,6.50
Battle Line,Mexico,3,8.33
Battle Line,Moldova,1,10.00
Battle Line,Netherlands,6,7.08
Battle Line,New Zealand,9,7.73
Battle Line,Norway,11,8.00
Battle Line,Other-Middle East,1,7.00
Battle Line,Peru,1,7.00
Battle Line,Philippines,2,6.50
Battle Line,Poland,10,7.00
Battle Line,Portugal,6,7.42
Battle Line,Romania,1,8.80
Battle Line,Russia,5,8.14
Battle Line,Singapore,3,8.33
Battle Line,Slovenia,1,8.00
Battle Line,South Africa,1,8.00
Battle Line,South Korea,14,7.54
Battle Line,Spain,56,7.94
Battle Line,Sweden,15,7.60
Battle Line,Taiwan,17,7.92
Battle Line,Thailand,6,7.92
Battle Line,Turkey,2,8.50
Battle Line,Ukraine,1,9.00
Battle Line,United Kingdom,43,7.66
Battle Line,USA,604,7.75
Battle Line,Uruguay,1,9.50
Battle Line,Venezuela,1,8.00
Battle Line,Vietnam,2,8.75
Battle Line,Wales,2,8.50
Battlestar Galactica: The Board Game,Argentina,6,7.83
Battlestar Galactica: The Board Game,Australia,57,7.79
Battlestar Galactica: The Board Game,Austria,7,8.64
Battlestar Galactica: The Board Game,Belarus,2,8.25
Battlestar Galactica: The Board Game,Belgium,11,8.91
Battlestar Galactica: The Board Game,Brazil,54,8.75
Battlestar Galactica: The Board Game,Canada,149,7.95
Battlestar Galactica: The Board Game,Chile,5,7.84
Battlestar Galactica: The Board Game,China,19,7.55
Battlestar Galactica: The Board Game,Colombia,4,7.38
Battlestar Galactica: The Board Game,Croatia,3,5.67
Battlestar Galactica: The Board Game,Czech Republic,5,7.20
Battlestar Galactica: The Board Game,Denmark,13,7.46
Battlestar Galactica: The Board Game,England,7,7.40
Battlestar Galactica: The Board Game,Estonia,5,8.48
Battlestar Galactica: The Board Game,Finland,31,8.20
Battlestar Galactica: The Board Game,France,21,7.80
Battlestar Galactica: The Board Game,Germany,97,7.88
Battlestar Galactica: The Board Game,Greece,16,8.37
Battlestar Galactica: The Board Game,Hong Kong,6,6.95
Battlestar Galactica: The Board Game,Hungary,7,7.14
Battlestar Galactica: The Board Game,Iceland,1,8.00
Battlestar Galactica: The Board Game,India,2,8.75
Battlestar Galactica: The Board Game,Indonesia,3,7.83
Battlestar Galactica: The Board Game,Ireland,6,6.50
Battlestar Galactica: The Board Game,Israel,3,8.67
Battlestar Galactica: The Board Game,Italy,33,7.58
Battlestar Galactica: The Board Game,Japan,5,5.60
Battlestar Galactica: The Board Game,Latvia,4,8.38
Battlestar Galactica: The Board Game,Lithuania,5,9.16
Battlestar Galactica: The Board Game,Luxembourg,2,9.00
Battlestar Galactica: The Board Game,Malaysia,9,8.33
Battlestar Galactica: The Board Game,Mexico,1,8.50
Battlestar Galactica: The Board Game,Netherlands,12,7.87
Battlestar Galactica: The Board Game,New Zealand,10,7.53
Battlestar Galactica: The Board Game,Norway,8,8.11
Battlestar Galactica: The Board Game,Peru,4,8.38
Battlestar Galactica: The Board Game,Philippines,4,7.25
Battlestar Galactica: The Board Game,Poland,58,7.86
Battlestar Galactica: The Board Game,Portugal,5,9.20
Battlestar Galactica: The Board Game,Qatar,1,7.40
Battlestar Galactica: The Board Game,Romania,6,9.33
Battlestar Galactica: The Board Game,Russia,11,7.98
Battlestar Galactica: The Board Game,Scotland,4,8.25
Battlestar Galactica: The Board Game,Serbia,6,8.50
Battlestar Galactica: The Board Game,Singapore,8,7.56
Battlestar Galactica: The Board Game,Slovakia,1,10.00
Battlestar Galactica: The Board Game,Slovenia,4,9.75
Battlestar Galactica: The Board Game,South Africa,4,8.75
Battlestar Galactica: The Board Game,South Korea,6,7.33
Battlestar Galactica: The Board Game,Spain,98,7.76
Battlestar Galactica: The Board Game,Sweden,31,7.45
Battlestar Galactica: The Board Game,Switzerland,5,6.40
Battlestar Galactica: The Board Game,Taiwan,11,8.05
Battlestar Galactica: The Board Game,Thailand,5,7.30
Battlestar Galactica: The Board Game,Turkey,1,9.00
Battlestar Galactica: The Board Game,Ukraine,4,8.63
Battlestar Galactica: The Board Game,United Kingdom,115,7.75
Battlestar Galactica: The Board Game,USA,906,7.84
Battlestar Galactica: The Board Game,Venezuela,1,8.00
Battlestar Galactica: The Board Game,Wales,2,7.50
Betrayal at House on the Hill,Argentina,4,6.50
Betrayal at House on the Hill,Australia,55,7.11
Betrayal at House on the Hill,Austria,2,9.00
Betrayal at House on the Hill,Belgium,7,7.50
Betrayal at House on the Hill,Brazil,22,7.84
Betrayal at House on the Hill,Bulgaria,6,7.58
Betrayal at House on the Hill,Canada,144,7.38
Betrayal at House on the Hill,Chile,2,6.00
Betrayal at House on the Hill,China,16,7.01
Betrayal at House on the Hill,Colombia,3,7.67
Betrayal at House on the Hill,Costa Rica,1,8.00
Betrayal at House on the Hill,Croatia,4,4.75
Betrayal at House on the Hill,Czech Republic,2,7.00
Betrayal at House on the Hill,Denmark,11,7.14
Betrayal at House on the Hill,England,6,6.83
Betrayal at House on the Hill,Estonia,2,7.00
Betrayal at House on the Hill,Finland,14,7.14
Betrayal at House on the Hill,France,3,7.17
Betrayal at House on the Hill,Germany,37,7.03
Betrayal at House on the Hill,Greece,23,7.89
Betrayal at House on the Hill,Guatemala,1,8.50
Betrayal at House on the Hill,Hong Kong,7,7.29
Betrayal at House on the Hill,Hungary,2,8.00
Betrayal at House on the Hill,Iceland,2,8.00
Betrayal at House on the Hill,Indonesia,2,9.00
Betrayal at House on the Hill,Ireland,5,7.00
Betrayal at House on the Hill,Israel,2,5.78
Betrayal at House on the Hill,Italy,11,7.86
Betrayal at House on the Hill,Japan,5,6.10
Betrayal at House on the Hill,Latvia,3,7.33
Betrayal at House on the Hill,Lebanon,1,9.00
Betrayal at House on the Hill,Lithuania,2,6.50
Betrayal at House on the Hill,Macedonia,3,8.67
Betrayal at House on the Hill,Malaysia,5,7.78
Betrayal at House on the Hill,Mexico,13,7.50
Betrayal at House on the Hill,Netherlands,10,6.95
Betrayal at House on the Hill,New Zealand,7,7.00
Betrayal at House on the Hill,Norway,8,7.69
Betrayal at House on the Hill,Peru,2,8.50
Betrayal at House on the Hill,Philippines,4,7.13
Betrayal at House on the Hill,Poland,4,7.38
Betrayal at House on the Hill,Portugal,8,8.04
Betrayal at House on the Hill,Romania,3,9.17
Betrayal at House on the Hill,Russia,4,7.81
Betrayal at House on the Hill,Saudi Arabia,1,7.50
Betrayal at House on the Hill,Scotland,3,7.67
Betrayal at House on the Hill,Serbia,6,9.00
Betrayal at House on the Hill,Singapore,2,5.25
Betrayal at House on the Hill,Slovenia,1,9.00
Betrayal at House on the Hill,South Korea,8,7.25
Betrayal at House on the Hill,Spain,21,6.89
Betrayal at House on the Hill,Sweden,25,7.42
Betrayal at House on the Hill,Switzerland,5,6.60
Betrayal at House on the Hill,Taiwan,21,7.50
Betrayal at House on the Hill,Thailand,2,7.75
Betrayal at House on the Hill,Ukraine,1,7.00
Betrayal at House on the Hill,United Kingdom,97,7.32
Betrayal at House on the Hill,USA,1188,7.34
Betrayal at House on the Hill,Uruguay,1,9.00
Betrayal at House on the Hill,Wales,2,7.00
Blokus,Argentina,3,7.00
Blokus,Australia,54,7.18
Blokus,Austria,5,7.40
Blokus,Belarus,1,9.00
Blokus,Belgium,32,7.60
Blokus,Brazil,12,8.37
Blokus,Brunei,1,8.00
Blokus,Canada,197,7.32
Blokus,Chile,4,6.75
Blokus,China,15,7.16
Blokus,Colombia,1,10.00
Blokus,Croatia,2,9.00
Blokus,Czech Republic,7,6.36
Blokus,Denmark,10,6.90
Blokus,England,7,6.93
Blokus,Estonia,1,7.00
Blokus,Finland,32,7.21
Blokus,France,18,7.87
Blokus,Germany,78,7.58
Blokus,Greece,17,7.83
Blokus,Guatemala,1,9.00
Blokus,Hong Kong,11,7.69
Blokus,Hungary,9,7.89
Blokus,India,1,6.00
Blokus,Indonesia,3,5.83
Blokus,Ireland,2,7.50
Blokus,Israel,7,6.70
Blokus,Italy,16,7.20
Blokus,Japan,34,7.34
Blokus,Latvia,2,7.40
Blokus,Luxembourg,1,8.00
Blokus,Malaysia,9,7.01
Blokus,Malta,1,7.00
Blokus,Mexico,4,8.50
Blokus,Moldova,1,10.00
Blokus,Netherlands,26,7.24
Blokus,New Zealand,11,6.98
Blokus,Norway,13,7.77
Blokus,Other-Middle East,1,7.00
Blokus,Peru,2,7.00
Blokus,Philippines,2,7.50
Blokus,Poland,37,7.34
Blokus,Portugal,9,7.41
Blokus,Romania,2,8.50
Blokus,Russia,10,7.58
Blokus,Scotland,1,8.00
Blokus,Serbia,2,7.00
Blokus,Singapore,4,7.55
Blokus,Slovakia,1,8.00
Blokus,Slovenia,4,9.38
Blokus,South Africa,3,5.33
Blokus,South Korea,24,7.02
Blokus,Spain,39,7.35
Blokus,Sweden,27,6.85
Blokus,Switzerland,4,6.93
Blokus,Taiwan,18,8.04
Blokus,Thailand,4,8.18
Blokus,Ukraine,1,5.00
Blokus,United Kingdom,65,7.34
Blokus,USA,1223,7.23
Blokus,Wales,3,6.33
Bohnanza,American Samoa,1,7.50
Bohnanza,Argentina,11,7.82
Bohnanza,Australia,78,7.40
Bohnanza,Austria,15,7.87
Bohnanza,Belarus,2,5.00
Bohnanza,Belgium,62,7.48
Bohnanza,Brazil,54,7.50
Bohnanza,Brunei,1,8.00
Bohnanza,Bulgaria,1,6.00
Bohnanza,Canada,282,7.46
Bohnanza,Chile,13,7.59
Bohnanza,China,15,7.16
Bohnanza,Colombia,6,8.12
Bohnanza,Costa Rica,1,9.00
Bohnanza,Croatia,4,7.08
Bohnanza,Czech Republic,8,6.50
Bohnanza,Denmark,18,7.54
Bohnanza,England,12,7.48
Bohnanza,Estonia,7,7.57
Bohnanza,Finland,47,7.71
Bohnanza,France,32,7.48
Bohnanza,Germany,211,7.71
Bohnanza,Greece,46,7.45
Bohnanza,Guam,1,8.00
Bohnanza,Hong Kong,12,6.93
Bohnanza,Hungary,24,7.43
Bohnanza,Iceland,1,8.00
Bohnanza,India,5,7.70
Bohnanza,Indonesia,5,7.14
Bohnanza,Ireland,8,7.85
Bohnanza,Isle of Man,1,7.00
Bohnanza,Israel,11,7.01
Bohnanza,Italy,65,7.27
Bohnanza,Japan,41,7.72
Bohnanza,Latvia,10,7.25
Bohnanza,Lithuania,9,6.33
Bohnanza,Luxembourg,2,6.50
Bohnanza,Malaysia,8,7.41
Bohnanza,Malta,1,7.00
Bohnanza,Mexico,11,8.30
Bohnanza,Netherlands,59,7.51
Bohnanza,New Zealand,28,7.51
Bohnanza,Norway,25,7.83
Bohnanza,Other-Middle East,1,7.00
Bohnanza,Peru,1,5.50
Bohnanza,Philippines,4,6.75
Bohnanza,Poland,103,7.73
Bohnanza,Portugal,15,7.21
Bohnanza,Romania,7,7.66
Bohnanza,Russia,18,7.18
Bohnanza,Saudi Arabia,1,9.00
Bohnanza,Scotland,3,7.67
Bohnanza,Serbia,6,7.08
Bohnanza,Singapore,12,7.75
Bohnanza,Slovakia,2,8.00
Bohnanza,Slovenia,2,8.50
Bohnanza,South Africa,3,8.00
Bohnanza,South Korea,36,7.63
Bohnanza,Spain,111,7.50
Bohnanza,Sweden,54,7.15
Bohnanza,Switzerland,19,7.76
Bohnanza,Taiwan,19,7.04
Bohnanza,Thailand,5,7.96
Bohnanza,Turkey,1,7.50
Bohnanza,Uganda,1,7.50
Bohnanza,Ukraine,2,4.75
Bohnanza,United Kingdom,153,7.47
Bohnanza,USA,1530,7.51
Bohnanza,Uruguay,1,9.50
Bohnanza,Venezuela,3,7.00
Bohnanza,Vietnam,1,4.00
Bohnanza,Wales,3,6.83
Bohnanza,Zambia,1,7.00
Camel Up,Argentina,2,7.50
Camel Up,Australia,42,7.65
Camel Up,Austria,9,7.17
Camel Up,Belarus,1,5.00
Camel Up,Belgium,21,7.20
Camel Up,Brazil,23,7.95
Camel Up,Bulgaria,4,7.50
Camel Up,Canada,81,7.30
Camel Up,Chile,9,8.16
Camel Up,China,5,7.74
Camel Up,Colombia,1,10.00
Camel Up,Croatia,4,8.70
Camel Up,Czech Republic,5,7.40
Camel Up,Denmark,5,6.80
Camel Up,England,11,7.13
Camel Up,Finland,11,7.17
Camel Up,France,7,6.07
Camel Up,Germany,108,7.24
Camel Up,Greece,15,7.47
Camel Up,Hong Kong,3,7.33
Camel Up,Hungary,14,7.71
Camel Up,Iceland,2,7.50
Camel Up,India,4,7.50
Camel Up,Indonesia,3,9.67
Camel Up,Ireland,8,7.94
Camel Up,Israel,5,6.78
Camel Up,Italy,25,7.30
Camel Up,Japan,23,7.30
Camel Up,Latvia,4,7.31
Camel Up,Lithuania,3,8.00
Camel Up,Luxembourg,1,7.00
Camel Up,Malaysia,2,7.50
Camel Up,Mexico,5,8.57
Camel Up,Moldova,1,6.00
Camel Up,Netherlands,18,7.00
Camel Up,New Zealand,7,7.14
Camel Up,Norway,4,6.50
Camel Up,Other-Middle East,1,7.00
Camel Up,Peru,2,9.50
Camel Up,Philippines,3,7.00
Camel Up,Poland,28,7.66
Camel Up,Portugal,9,7.54
Camel Up,Qatar,1,7.20
Camel Up,Romania,10,7.76
Camel Up,Russia,7,7.43
Camel Up,Saudi Arabia,2,8.00
Camel Up,Scotland,2,7.50
Camel Up,Serbia,8,7.69
Camel Up,Singapore,2,7.00
Camel Up,Slovakia,1,7.25
Camel Up,Slovenia,2,8.00
Camel Up,South Africa,2,8.25
Camel Up,South Korea,13,7.32
Camel Up,Spain,71,7.52
Camel Up,Sweden,21,6.90
Camel Up,Switzerland,10,7.35
Camel Up,Taiwan,16,8.03
Camel Up,Thailand,11,8.23
Camel Up,Ukraine,2,8.00
Camel Up,United Kingdom,98,7.67
Camel Up,USA,331,7.38
Camel Up,Uruguay,1,9.00
Camel Up,Venezuela,2,5.50
Camel Up,Vietnam,1,6.00
Camel Up,Wales,1,8.00
Can't Stop,Albania,1,6.00
Can't Stop,Argentina,1,5.00
Can't Stop,Australia,22,6.54
Can't Stop,Austria,4,6.75
Can't Stop,Belgium,20,7.31
Can't Stop,Brazil,12,6.93
Can't Stop,Brunei,1,8.00
Can't Stop,Bulgaria,1,8.00
Can't Stop,Canada,95,7.35
Can't Stop,Chile,4,7.50
Can't Stop,China,8,7.38
Can't Stop,Colombia,2,7.23
Can't Stop,Czech Republic,4,6.50
Can't Stop,Denmark,5,8.10
Can't Stop,England,1,6.80
Can't Stop,Estonia,3,8.00
Can't Stop,Finland,12,6.83
Can't Stop,France,16,7.59
Can't Stop,Germany,79,7.45
Can't Stop,Greece,12,7.10
Can't Stop,Guatemala,1,7.00
Can't Stop,Hong Kong,4,8.38
Can't Stop,Hungary,3,8.67
Can't Stop,Israel,3,7.00
Can't Stop,Italy,15,7.25
Can't Stop,Japan,26,6.97
Can't Stop,Latvia,4,7.75
Can't Stop,Luxembourg,1,8.00
Can't Stop,Malaysia,3,5.23
Can't Stop,Mexico,2,7.90
Can't Stop,Netherlands,17,7.07
Can't Stop,New Zealand,6,7.17
Can't Stop,Norway,9,7.28
Can't Stop,Poland,16,6.55
Can't Stop,Portugal,6,7.49
Can't Stop,Russia,3,7.00
Can't Stop,Serbia,2,8.00
Can't Stop,Singapore,4,7.63
Can't Stop,South Africa,2,7.00
Can't Stop,South Korea,15,7.27
Can't Stop,Spain,44,7.64
Can't Stop,Sweden,10,7.19
Can't Stop,Switzerland,2,8.75
Can't Stop,Taiwan,9,7.50
Can't Stop,Thailand,4,7.00
Can't Stop,Ukraine,2,3.00
Can't Stop,United Kingdom,42,7.60
Can't Stop,USA,609,7.35
Can't Stop,Uruguay,1,8.00
Can't Stop,Vietnam,1,8.00
Can't Stop,Wales,2,8.50
Carcassonne,Albania,1,6.00
Carcassonne,American Samoa,1,8.00
Carcassonne,Andorra,1,8.00
Carcassonne,Argentina,31,8.15
Carcassonne,Australia,203,7.92
Carcassonne,Austria,36,8.17
Carcassonne,Bahamas,1,8.75
Carcassonne,Belarus,3,9.00
Carcassonne,Belgium,99,7.84
Carcassonne,Bolivia,2,8.25
Carcassonne,Bosnia and Herzegovina,1,10.00
Carcassonne,Brazil,156,8.20
Carcassonne,Brunei,1,8.00
Carcassonne,Bulgaria,13,8.73
Carcassonne,Canada,622,7.93
Carcassonne,Chile,38,8.03
Carcassonne,China,36,8.46
Carcassonne,Colombia,12,8.39
Carcassonne,Costa Rica,3,8.50
Carcassonne,Croatia,16,8.58
Carcassonne,Czech Republic,38,7.86
Carcassonne,Denmark,46,7.95
Carcassonne,Ecuador,1,8.00
Carcassonne,England,29,7.98
Carcassonne,Estonia,17,7.99
Carcassonne,Fiji,1,10.00
Carcassonne,Finland,80,7.76
Carcassonne,France,61,7.83
Carcassonne,Germany,333,8.17
Carcassonne,Greece,83,7.85
Carcassonne,Guatemala,2,8.25
Carcassonne,Guernsey,1,8.10
Carcassonne,Hong Kong,21,8.08
Carcassonne,Hungary,47,8.14
Carcassonne,Iceland,7,7.71
Carcassonne,India,9,7.83
Carcassonne,Indonesia,9,7.92
Carcassonne,Iran,1,8.00
Carcassonne,Iraq,1,8.00
Carcassonne,Ireland,21,8.05
Carcassonne,Isle of Man,2,7.50
Carcassonne,Israel,20,7.42
Carcassonne,Italy,114,7.93
Carcassonne,Japan,66,7.63
Carcassonne,Kenya,1,6.50
Carcassonne,Latvia,16,8.38
Carcassonne,Lithuania,25,7.96
Carcassonne,Luxembourg,3,6.67
Carcassonne,Macedonia,2,8.50
Carcassonne,Malaysia,12,7.58
Carcassonne,Malta,2,8.75
Carcassonne,Mexico,43,8.40
Carcassonne,Moldova,2,9.50
Carcassonne,Mongolia,1,6.00
Carcassonne,Netherlands,111,7.91
Carcassonne,New Zealand,48,7.56
Carcassonne,Norway,43,8.00
Carcassonne,Other-Eastern Europe,1,6.00
Carcassonne,Other-Middle East,1,7.00
Carcassonne,Panama,1,8.50
Carcassonne,Paraguay,1,8.00
Carcassonne,Peru,13,8.65
Carcassonne,Philippines,12,8.04
Carcassonne,Poland,189,7.93
Carcassonne,Portugal,55,7.76
Carcassonne,Puerto Rico,1,8.00
Carcassonne,Qatar,2,8.10
Carcassonne,Romania,32,8.70
Carcassonne,Russia,51,8.07
Carcassonne,Saint Barth�lemy,1,10.00
Carcassonne,Saudi Arabia,1,8.00
Carcassonne,Scotland,12,7.30
Carcassonne,Serbia,12,8.58
Carcassonne,Singapore,14,7.79
Carcassonne,Slovakia,5,8.42
Carcassonne,Slovenia,11,7.78
Carcassonne,South Africa,12,8.08
Carcassonne,South Korea,49,7.75
Carcassonne,Spain,327,8.10
Carcassonne,Sri Lanka,1,8.00
Carcassonne,Sweden,135,7.86
Carcassonne,Switzerland,25,8.24
Carcassonne,Taiwan,43,8.36
Carcassonne,Thailand,15,7.56
